Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development,Folder_URL
STM,Quality Reform,2,Digital Quality info (Digitization),Digital Digital Autograding,Green,Yes,STM Digital Digital Autograding Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for Digital Digital Autograding,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Quality Reform,2,Digital Quality info (Digitization),Genba e‑board,Green,Yes,STM Genba e‑board Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for Genba e‑board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Quality Reform,2,Digital Quality info (Digitization),IoT QA Analytics,Green,Yes,STM IoT QA Analytics Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for IoT QA Analytics,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Quality Reform,2,Digital Quality info (Digitization),Digital TraI activities,Yellow,Yes,STM Digital TraI activities Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for Digital TraI activities,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Green,Yes,STM AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Green,No,STM M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for STM operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
STM,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Agentic AI Connected Workforce,Red,Yes,STM Agentic AI Connected Workforce Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for STM operations.,Automated Digitized Workplace monitoring for Agentic AI Connected Workforce,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
STM,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Digital Twin for Heineken Simulation,Red,Yes,STM Digital Twin for Heineken Simulation Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for STM operations.,Automated Digitized Workplace monitoring for Digital Twin for Heineken Simulation,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
STM,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Gen AI – Digital Prod. Coach,Yellow,Yes,STM Gen AI – Digital Prod. Coach Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for STM operations.,Automated Digitized Workplace monitoring for Gen AI – Digital Prod. Coach,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
STM,Digitized Workplace,4,Digital Platform – Data Integrated & Predictive,Plant Digital Asakai with Predictive Analysis,Red,Yes,STM Plant Digital Asakai with Predictive Analysis Platform,Provides end-to-end visibility and Digital Platform – Data Integrated & Predictive capabilities for STM operations.,Automated Digitized Workplace monitoring for Plant Digital Asakai with Predictive Analysis,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Digitized%20Workplace?csf=1&web=1&e=AwcEPX
STM,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Green,Yes,STM Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for STM operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
STM,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Yellow,Yes,STM Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for STM operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
STM,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Green,No,STM Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for STM operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
STM,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Yellow,Yes,STM Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for STM operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
STM,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Green,No,STM Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for STM operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
STM,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Yellow,Yes,STM Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for STM operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
STM,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,Yes,STM Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for STM operations.,Automated Digitized Workplace monitoring for Digital Kanban,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
STM,Agile & Optimize Supply Operation,5,Fully Transparent and Proactive Communication,Demand Forecast Planning & Scheduling (Agentic AI enabled),Red,Yes,STM Demand Forecast Planning & Scheduling (Agentic AI enabled) Platform,Provides end-to-end visibility and Fully Transparent and Proactive Communication capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Demand Forecast Planning & Scheduling (Agentic AI enabled),Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=G5yoiU
STM,Agile & Optimize Supply Operation,5,Fully Transparent and Proactive Communication,Supply chain nerve center,Yellow,Yes,STM Supply chain nerve center Platform,Provides end-to-end visibility and Fully Transparent and Proactive Communication capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Supply chain nerve center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=G5yoiU
STM,Agile & Optimize Supply Operation,4,Predictive Connectivity,E2E Logistics Control Tower (Parts & Vehicle Exports),Red,Yes,STM E2E Logistics Control Tower (Parts & Vehicle Exports) Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for E2E Logistics Control Tower (Parts & Vehicle Exports),Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
STM,Agile & Optimize Supply Operation,4,Predictive Connectivity,Predictive Delay Alerts,Red,Yes,STM Predictive Delay Alerts Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Predictive Delay Alerts,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
STM,Agile & Optimize Supply Operation,4,Predictive Connectivity,Supplier collaboration systems,Red,Yes,STM Supplier collaboration systems Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Supplier collaboration systems,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
STM,Agile & Optimize Supply Operation,4,Predictive Connectivity,Import Part Buffer Stock Optimization,Red,Yes,STM Import Part Buffer Stock Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Import Part Buffer Stock Optimization,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
STM,Agile & Optimize Supply Operation,4,Predictive Connectivity,Production Allocation & Scheduling Optimization,Red,Yes,STM Production Allocation & Scheduling Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Production Allocation & Scheduling Optimization,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
STM,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Yellow,Yes,STM Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
STM,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Green,Yes,STM Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
STM,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,No,STM MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
STM,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,Yes,STM Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
STM,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Green,Yes,STM Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
STM,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Yellow,No,STM Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
STM,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,Yes,STM Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for STM operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
ASSB,Production EQ Maintenance,4,Predictive Maintenance,Digital PMRS + Predictive Layer,Yellow,No,ASSB Digital PMRS + Predictive Layer Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Digital PMRS + Predictive Layer,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
ASSB,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Usage Prediction (AI),Red,No,ASSB Spare Part Usage Prediction (AI) Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Spare Part Usage Prediction (AI),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
ASSB,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Reorder Alert Prediction,Yellow,No,ASSB Spare Part Reorder Alert Prediction Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Spare Part Reorder Alert Prediction,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
ASSB,Production EQ Maintenance,3,Condition-based MTN,Digital PMRS,Red,No,ASSB Digital PMRS Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Digital PMRS,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,M/C Data Monitoring,Green,No,ASSB M/C Data Monitoring Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for M/C Data Monitoring,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,PM Method Optimization,Green,No,ASSB PM Method Optimization Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for PM Method Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,RCA Board,Green,No,ASSB RCA Board Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for RCA Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,PM Kanban,Yellow,No,ASSB PM Kanban Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for PM Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,AR Maintenance Training,Yellow,No,ASSB AR Maintenance Training Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for AR Maintenance Training,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,Spare Parts Inventory Management,Red,No,ASSB Spare Parts Inventory Management Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Spare Parts Inventory Management,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,3,Condition-based MTN,Maintenance Control Center,Green,No,ASSB Maintenance Control Center Platform,Provides end-to-end visibility and Condition-based MTN capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Maintenance Control Center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
ASSB,Production EQ Maintenance,2,Standardized PMRS,Assignment Board,Green,No,ASSB Assignment Board Platform,Provides end-to-end visibility and Standardized PMRS capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Assignment Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
ASSB,Production EQ Maintenance,2,Standardized PMRS,Standardized Skill Matrix,Green,No,ASSB Standardized Skill Matrix Platform,Provides end-to-end visibility and Standardized PMRS capabilities for ASSB operations.,Automated Production EQ Maintenance monitoring for Standardized Skill Matrix,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
ASSB,Quality Reform,4,Quality Build‑In at process points (Digitalization),Predictive Quality Advanced EQ Parameter & Heineken,Yellow,No,ASSB Predictive Quality Advanced EQ Parameter & Heineken Platform,Provides end-to-end visibility and Quality Build‑In at process points (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Predictive Quality Advanced EQ Parameter & Heineken,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Quality%20Reform?csf=1&web=1&e=HmzLLJ
ASSB,Quality Reform,4,Quality Build‑In at process points (Digitalization),Automate abnormality feedback/indication (IT operation) with root cause identify,Red,No,ASSB Automate abnormality feedback/indication (IT operation) with root cause identify Platform,Provides end-to-end visibility and Quality Build‑In at process points (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Automate abnormality feedback/indication (IT operation) with root cause identify,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Quality%20Reform?csf=1&web=1&e=HmzLLJ
ASSB,Quality Reform,4,Quality Build‑In at process points (Digitalization),"Real‑time defect information, alert & action",Red,No,"ASSB Real‑time defect information, alert & action Platform",Provides end-to-end visibility and Quality Build‑In at process points (Digitalization) capabilities for ASSB operations.,"Automated Quality Reform monitoring for Real‑time defect information, alert & action",Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Quality%20Reform?csf=1&web=1&e=HmzLLJ
ASSB,Quality Reform,4,Quality Build‑In at process points (Digitalization),Predictive EQ quality negligence (Occur Prevention),Yellow,No,ASSB Predictive EQ quality negligence (Occur Prevention) Platform,Provides end-to-end visibility and Quality Build‑In at process points (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Predictive EQ quality negligence (Occur Prevention),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Quality%20Reform?csf=1&web=1&e=HmzLLJ
ASSB,Quality Reform,3,Quality data Integration (Digitalization),QMS System with data backbone,Green,No,ASSB QMS System with data backbone Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for QMS System with data backbone,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
ASSB,Quality Reform,3,Quality data Integration (Digitalization),Centralized & Real‑time EQ parameter IIOT,Yellow,No,ASSB Centralized & Real‑time EQ parameter IIOT Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Centralized & Real‑time EQ parameter IIOT,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
